Document_ID,Docket_ID,Document_Title,Petitioner,FDA_Center,Decision,Enhanced_Category,Confidence,Key_Phrases,Rationale_Text,Document_Link
FDA-2014-P-1429-0005,FDA-2014-P-1429,Citizen Petition Denial Response from FDA CFSAN to,FDA CFSAN to,CFSAN,Denied,Other Denial Reason,low,,"to natamycin to cause a reaction. We conducted a review of the scientific literature in the Pubmed database (http://www.ncbi.nlm.nih.gov/pubmed) and found no case reports of allergic reactions to natamycin used as a drug or ingredient in food. Although allergic reactions to the macrolide class of antibiotics Page 2 - Mr. Oliver Boudreaux have been reported, these reactions are not as common as reactions occurring to other antibiotics.' Moreover, evidence that reactions may occur to therapeutic doses of certain macrolides is not a valid scientific argument to justifY your claim that reactions from exposure to another macrolide, natamycin, used in food processing, in which dose exposures are substantially altered and comparatively lower, would be likely to occur. Accordingly, for the reasons given above, your request that the Commissioner deny or take under advisement action on GRN No. 517 and any future filings to classify natamycin as GRAS is denied. Please work closely with your physician to identify the specific cause(s)",https://www.regulations.gov/document/FDA-2014-P-1429-0005
FDA-2014-P-2301-0004,FDA-2014-P-2301,Citizen Petition Denial Response from FDA CDER to ,FDA CDER to,CDER,Denied,Procedural - Administrative Deficiency,high,"format, submission, outside","ired to consider these documents, the Agency has reviewed them. 7 Petition at 3. 8 Letter from Woodcock, J., Docket No. FDA-2014-P-0933 (Nov. 26, 2014) at 8. 9 Letter from Woodcock. J., Docket No. FDA-2015-P-1050 (Apr. 16, 2015) at 43. 2 Docket No. FDA 2014-P-2301 courtesy, that response included a substantive explanation regarding the issues raised in Teva's prior citizen petitions. 10 FDA discussed Teva's submission of clinical information regarding Probioglat in the Agency's response to the Eighth Petition. 11 As set forth more fully in that response, FDA concluded that a proposed generic drug product referencing Copaxone could establish active ingredient sameness by demonstrating equivalence in four specified criteria. FDA stated that the Agency had considered Teva's assertions about toxic side effects associated with ""glatiramer-like"" products that had been reviewed by regulatory bodies outside of the United States (like Probioglat) or otherwise not approved by the Agency. Regardless of the accuracy ofTeva's asser",https://www.regulations.gov/document/FDA-2014-P-2301-0004
FDA-2014-P-1694-0004,FDA-2014-P-1694,Suitability Petition Denial Response Letter from F,F,ORA,Denied,Procedural - Administrative Deficiency,high,"21 cfr 10, cfr 10, regulation","12(n)(3)(C) of the Act. If you wish to seek a reconsideration of our decision, you must follow the procedures found in 21 CFR Part 10 and submit the request in the format outlined in section 10.33 no later than 30 days after the date of this letter to Division of Dockets Management, HFA-305, Food and Drug Administration, 5630 Fishers Lane, Room 1061, Rockville, MD 20852. You must base your request solely on the information contained in your original petition (see 21 CFR 10.33(e)). If there is additional information, not included as part of your original petition that you would like us to consider, you should submit a new petition, including all the necessary information, under section 10.25(a) to the Division of Dockets Management. A copy of this letter denying your petition will be placed on public display at www.regulations.gov with the Division of Dockets Management (HFA-305), Food and FDA-2014-P-1694 Page 2 Drug Administration, 5630 Fishers Lane, Room 1061, Rockville, MD 20852. If you have any questions, please con",https://www.regulations.gov/document/FDA-2014-P-1694-0004
FDA-2014-P-0752-0003,FDA-2014-P-0752,Petition Denial Letter from FDA CDER to Pharmacist,FDA CDER to Pharmacist,CDER,Denied,Other Denial Reason,low,,"rug is: a drug intended for use by man which (a) because of its toxicity or other potentiality for harmful effect, or the method of its use, or the collateral measures necessary to its use, is not safe for use except under the supervision of a practitioner licensed by law to administer such drug; or (b) is limited by ail approved application under section 505 to use under the professional supervision of a practitioner licensed by law to administer such drug ... 1 You have not explained what a category of drugs called ""Pharmacists Category of Drugs Behind the Counter"" would specifically entail, other than that drugs placed in this category would ""be sold only under a pharmacist's supervision,"" but we refer to this category as a category of""behind the counter"" or ""BTC"" drugs in this response because these terms appear to refer to the same concept. You request that FDA regulate certain drugs as both prescription and BTC, which implies that the BTC category of drugs would be a subset of nonprescription drugs. Petitions at 1-2",https://www.regulations.gov/document/FDA-2014-P-0752-0003
FDA-2014-P-1057-0004,FDA-2014-P-1057,Petition Denial Letter from FDA CDER to Pharmacist,FDA CDER to Pharmacist,CDER,Denied,Other Denial Reason,low,,"rug is: a drug intended for use by man which (a) because of its toxicity or other potentiality for harmful effect, or the method of its use, or the collateral measures necessary to its use, is not safe for use except under the supervision of a practitioner licensed by law to administer such drug; or (b) is limited by ail approved application under section 505 to use under the professional supervision of a practitioner licensed by law to administer such drug ... 1 You have not explained what a category of drugs called ""Pharmacists Category of Drugs Behind the Counter"" would specifically entail, other than that drugs placed in this category would ""be sold only under a pharmacist's supervision,"" but we refer to this category as a category of""behind the counter"" or ""BTC"" drugs in this response because these terms appear to refer to the same concept. You request that FDA regulate certain drugs as both prescription and BTC, which implies that the BTC category of drugs would be a subset of nonprescription drugs. Petitions at 1-2",https://www.regulations.gov/document/FDA-2014-P-1057-0004
FDA-2014-P-1569-0003,FDA-2014-P-1569,Petition Denial Letter from CDER to Pharmacists Pl,CDER to Pharmacists Pl,CDER,Denied,Other Denial Reason,low,,"rug is: a drug intended for use by man which (a) because of its toxicity or other potentiality for harmful effect, or the method of its use, or the collateral measures necessary to its use, is not safe for use except under the supervision of a practitioner licensed by law to administer such drug; or (b) is limited by ail approved application under section 505 to use under the professional supervision of a practitioner licensed by law to administer such drug ... 1 You have not explained what a category of drugs called ""Pharmacists Category of Drugs Behind the Counter"" would specifically entail, other than that drugs placed in this category would ""be sold only under a pharmacist's supervision,"" but we refer to this category as a category of""behind the counter"" or ""BTC"" drugs in this response because these terms appear to refer to the same concept. You request that FDA regulate certain drugs as both prescription and BTC, which implies that the BTC category of drugs would be a subset of nonprescription drugs. Petitions at 1-2",https://www.regulations.gov/document/FDA-2014-P-1569-0003
FDA-2014-P-0231-0004,FDA-2014-P-0231,Citizen Petition Response Letter from FDA CDRH  to,FDA CDRH  to,CDRH,Denied,Procedural - Administrative Deficiency,medium,"regulation, current","-0002 The Food and Drug Administration (FDA) has reviewed the above referenced petition for class II exemption pursuant to section 510(m)(2) of the Federal Food, Drug, and Cosmetic Act (FD&C Act) as amended by Section 206 of the FDA Modernization Act of 1997 (FDAMA). Portable wheelchair elevators are currently regulated as class II devices requiring premarket notification (51 O(k)) under Section 51 O(k) of the Act. This petition seeks exemption from premarket notification for these devices, having the device classification name Wheelchair elevator, regulation number 21 CFR 890.3930(b), and product code lNG, and specifically modifying the regulation of this device type from a class II medical device to a class II (exempt) medical device. In order to exempt portable wheelchair elevators from premarket notification, FDA must consider whether premarket notification is necessary to provide a reasonable assurance of safety and effectiveness for these devices. FDA believes that general controls (e.g., Registration and Listing, a",https://www.regulations.gov/document/FDA-2014-P-0231-0004
FDA-2015-P-4916-0005,FDA-2015-P-4916,Petition Denial Letter 12 9 16,,,Denied,Procedural - Administrative Deficiency,medium,regulation,"% Base/0.017%, as a second RLD (Petition at 1 ). Because you are requesting that FDA designate a generic 3 § 314.3(b) (21 CFR 314.3(b)). The definition of listed drug in 21 CFR 314.3(b) refers to section 5050)(5) of the FD&C Act with respect to withdrawal or suspension of a drug product approved under section 5050). We note that since this regulation was issued, paragraph U)(5) was redesignated as paragraph U)(6) (see section 119(b) of the Food and Drug Administration Modernization Act, Public Law I 05-115). 4 § 314.3(b). 5 Id. 6 See Letter from Janet Woodcock, M.D., Director, Center for Drug Evaluation and Research, FDA, to Paul A. Braier, Ph.D., Esq., Green blum & Bernstein, P.L.C., Docket No. FDA-20 14-P-0417 (Sept. 5, 20 14) (Sept. 5, 20 14 Petition Response). 7 § 314.94(a)(3) (21 CFR 314.94(a)(3)). 8 According to the Orange Book, FDA classifies as therapeutically equivalent those products that meet the following general criteria: (I) they are approved as safe and effective; (2) they are pharmaceutical equivalents in",https://www.regulations.gov/document/FDA-2015-P-4916-0005
FDA-2015-P-3364-0004,FDA-2015-P-3364,Citizen Petition Denial  Response from FDA CDRH to,FDA CDRH to,CDRH,Denied,Procedural - Administrative Deficiency,medium,format,"nistration (FDA or the Agency) has completed its review of your citizen petition, filed by FDA on September 14, 2015. In the petition, you requested that the Commissioner direct employees of CDRH to complete and return ""return receipt"" postcards when they receive certified or registered letters with the green return receipt postea rds attached. We have reviewed the information you provided to FDA, consulted with the CDRH mail room staff, and determined that CDRH employees complete and return ""return receipt"" postcards when they receive certified or registered mail. CDRH Document Control Center (DCC) standard operating procedures reflect this policy. I. Petition The example cited in your petition describes a delay in your receiving the U.S. Postal Service's return receipt postcard for a letter that you mailed to Leslie Kux, Associate Commissioner for Policy on August 13, 2015. We are sorry that if, in the example you cited, the return receipt postcard response reached you later than expected. The return receipt was signed",https://www.regulations.gov/document/FDA-2015-P-3364-0004
FDA-2015-P-2149-0003,FDA-2015-P-2149,Citizen Petition Denial Response Letter from FDA C,FDA C,,Denied,Procedural - Administrative Deficiency,high,"regulation, format","l information about drug and vaccine labeling. 5 Because we are denying your request for a regulation, your request for ""the inclusion in the package insert[s] for ... approved drug[s], including vaccine[s], of a reference and link to the [requested] regulation"" is also denied (Petition at 1 ). C. Request for Hearings You also request that FDA hold hearing(s), permit public comments, issue permanent regulations (consistent with our expressive association rights and humanitarian law) implementing the emergency discretion and emergency [requested] regulation on a regular basis. Because we are denying your request for a regulation, we are denying your request to hold hearings, permit public comments, and issue regulations implementing the requested emergency regulation III. CONCLUSION For the reasons described in this response, the Petition is denied. Sincerely, oodcock, M.D. Director Center for Drug Evaluation and Research 4 Drug labeling information can be found, for example, at the National Institutes for Health's U",https://www.regulations.gov/document/FDA-2015-P-2149-0003
FDA-2015-P-3391-0006,FDA-2015-P-3391,Denial Letter from CFSAN to Ashley Franz  Patricia,CFSAN to Ashley Franz  Patricia,CFSAN,Denied,Procedural - Administrative Deficiency,high,"21 cfr 10, cfr 10, regulation","within the discretion of the agency. Therefore, we are denying your petition under 21 CFR 10.30 and do not intend to take action at this time regarding Nivea CoQl 0. Thank you for providing information to the FDA. Such information is often helpful for us to identify problems with marketed products and possible violations of the laws and regulations that we enforce. Sincerely, Steven M. Musser, Ph.D. Deputy Director for Scientific Operations Center for Food Safety and Applied Nutrition cc. Gerona Berry, HFS-024 Stanley Milstein, HFS-1 00 Nakissa Sadrieh, HFS-125 Sam Habet, HFS-125 Katherine Hollinger, HFS-125 Rosemary Cook, HFS-1 00 Beth Meyers, HFS-125 Phil Chao, HFS-024 Amanda Triner, HFS-024 Ariel Seely, HFD-310 eFiling DCS Draft: KHollinger&FHurley:HFS-125: I 0115/2015 Edited/Revised: NSadrieh: HFS-125: 12/18/2015 Edited/Revised: ATriner:HFS-024:2/24/20 16 Reviewed/Cleared: SHabet:HFS-125 :2/25/2016 Cleared:NSadrieh:HFS-125 :2/25/2016 Cleared:LMKatz:HFS-1 00:2/25 /2016 F/T: SRussell: HFS-100:02/25/2016",https://www.regulations.gov/document/FDA-2015-P-3391-0006
FDA-2015-P-0543-0012,FDA-2015-P-0543,Final Response Letter from FDA CDER to Gland Pharm,FDA CDER to Gland Pharm,CDER,Denied,Procedural - Already Addressed/Moot,high,"regulation, current, adequate","ion, 1 mcg/ml and 2 mcg/ml, as an additional RLD because of the formulation differences between AbbVie's Calcijex and the approved generic products for calcitriol injection (Petition at 2). The Petition notes that the approved ANDAs for calcitriol injection contain different ""non-exception excipients"" compared to Calcijex and therefore FDA must designate an approved ANDA as an additional RLD to allow generic competition to the approved generic product (Petition at 2-3). The Petition also notes that AbbVie's Calcijex has been discontinued from sale and that the only currently marketed generic product for calcitriol injection is Akorn's calcitriol injection, 1 mcg/ml, under ANDA 078066 (Petition at 3). 5 The regulations address the use of excipients that were not expected to be adequately addressed in the ANDA context (e.g., unfamiliar excipients or excipients of a type more likely to raise safety concerns for parenteral drugs). It seems apparent that neither FDA nor commenters on the proposed rule anticipated that an ANDA app",https://www.regulations.gov/document/FDA-2015-P-0543-0012
FDA-2015-P-1187-0004,FDA-2015-P-1187,Final Response Letter from FDA to U S  Right to Kn,FDA to U S  Right to Kn,,Denied,Procedural - Administrative Deficiency,high,"21 cfr 10, cfr 10","deral Food, Drug, and Cosmetic Act (the FD&C Act) because the term ""diet"" is false and misleading; (2) issue a warning letter to PepsiCo Inc. concluding that Diet Pepsi is misbranded because the use of the term ""diet"" is false and misleading; (3) take appropriate enforcement actions under the FD&C Act if such violations are not corrected; and (4) investigate the use of the term ""diet,"" and other terms implying weight loss in other artificially sweetened foods and beverages, to determine whether those products are misbranded under section 403 ofthe FD&C Act (FDA-2015-P-1187 at page 1). The petition also asks us to conduct ""a sweeping investigation ofproducts containing artificial sweeteners"" to determine whether any brand names or labels are false or misleading ""by representing or suggesting that they are 'diet' products or that they promote weight loss"" (FDA-2015-P-1187 at page 1). We appreciate your concern about the appropriate labeling of food products. However, in accordance with 21 CFR 10.30(e)(3) and (k), and as detai",https://www.regulations.gov/document/FDA-2015-P-1187-0004
FDA-2016-P-1288-0020,FDA-2016-P-1288,Petition Denial Letter from FDA DDM to Fluoride Ac,FDA DDM to Fluoride Ac,,Denied,Substantive - Outside FDA Authority,high,"submission, lack, jurisdiction","CFR 1 0.30) generally governs the submission and review of citizen petitions. Per § 1 0.30(k), § 10.30 does not apply to ''the referral of a matter to a United States attorney for the initiation of court enforcement action and related correspondence . ... "" Agency decisions to take enforcement action are decisions related to the referral of a matter to a United States attorney for the initiation of court enforcement action for violations of the FD&C Act. Accordingly, requests for the Agency to initiate enforcement actions are not within the scope of FDA's citizen petition 1 Courts have long recognized that they lack jurisdiction to enjoin FDA from initiating enforcement proceedings under the Act or to review agency decisions not to exercise its enforcement authority. See Heckler v. Chaney, 470 U.S. 821 (1985); Ewing v. Mytinger & Casselberry, Inc., 339 U.S. 594, 600-601 (1950). U.S. Food & Drug Admnistration 10903 New Hampshire Avenue Silver Spring, MD 20993 www fda gov",https://www.regulations.gov/document/FDA-2016-P-1288-0020
FDA-2016-P-0656-0005,FDA-2016-P-0656,Citizen Petition Denial Response Letter from FDA C,FDA C,,Denied,Other Denial Reason,low,,"pment. These include expedited programs (Priority Review Designation, Fast Track Designation, Accelerated Approval, and Breakthrough Therapy Designation), and other programs, such as orphan drug designation, which may qualify sponsors for certain financial incentives. Sponsors sometimes util ize a combination of these programs. Sponsors of drugs that would likely be considered precision medicines have been able to navigate the FDA approval process and take advantage of programs designed to expedite approval. Of the 76 novel new drugs approved between 2013 and 201 8 that would likely be considered precision medicines, 63 1 For more infonnation about novel new drugs approved each year, see New Drugs at FDA: CDER's New Molecular Entities and New Therapewic Biological Products, available at https://www.fda.gov/drugs/development-approval- process-drugs/new-drugs-fda-cders-new-molecular-entitics-and-new-therapeutic-biological-products. U.S. Food & Drug Adrrinistration 10903 New Harrpshire Avenue Silver Spring, M) 20993 www.fda.g",https://www.regulations.gov/document/FDA-2016-P-0656-0005
FDA-2016-P-0769-0007,FDA-2016-P-0769,Final Response Letter from FDA to Empire State Con,FDA to Empire State Con,,Denied,Procedural - Administrative Deficiency,medium,format,"o children for long-term use. We have carefully reviewed the information in your Petition and the comments submitted to the public docket for the Petition. For the reasons stated below, your Petition is denied. I. BACKGROUND A. PEG3350 PEG 3350 is an osmotic agent that retains water within the stool and, at large doses, produces an osmotic diarrhea. PEG 3350 is an active ingredient found in both approved prescription products (e.g., CoLyte, Moviprep, and GoLytely) and approved OTC products (e.g., MiraLAX). Generic versions exist for most of the approved prescription and OTC products, including MiraLAX. MiraLAX was initially approved as a prescription drug on February 18, 1999, for the treatment of occasional constipation (new drug application (NDA) 020698, submitted by Braintree Laboratories). On October 6, 2006, FDA approved a new MiraLAX NDA (NDA 022015) that switched the product from prescription to OTC status. The sole ingredient in MiraLAX is PEG 3350 (i.e., there are no inactive ingredients). The same is true for",https://www.regulations.gov/document/FDA-2016-P-0769-0007
FDA-2016-P-1398-0004,FDA-2016-P-1398,Citizen Petition Response to Dr  Hooman Noorchashm,Dr  Hooman Noorchashm,,Denied,Procedural - Administrative Deficiency,medium,"format, adequate, inadequate","the Agency, and for the reasons described below, we are denying your petition under 21 C.F.R. § 10.30(e)(3). I. Action(s) Requested In your petition, you specifically request that FDA “immediately revoke FDA clearance of this medical device on the basis of inadequate oncological safety information and testing.” According to your petition, FDA should either: “1) ban the device, or 2) reclassify it to a class III device and require PMA assessment.” 2 You further request that the Commissioner “seek active guidance from the FDA's Center for Hematology and Oncology Products for expert assessment of the CDRH's action regarding both the ‘power morcellator’ and ‘PneumoLiner’ devices.”3 II. Decision Summary For the reasons discussed below, we believe that the PnuemoLiner Containment System (PneumoLiner device) is appropriately classified in class II with the establishment of special controls in combination with general controls. We believe that these general and special controls provide a reasonable assurance of safety and effectivene",https://www.regulations.gov/document/FDA-2016-P-1398-0004
FDA-2016-P-1169-0015,FDA-2016-P-1169,Reconsideration Denial Letter,,,Denied,Procedural - Already Addressed/Moot,medium,previously,"te 770 Boca Raton, FL 33342 Re: Petition for reconsideration, FDA-2016-P-1169 Dear Mr. LaViola: We deny your Petition for Reconsideration-Decision Requested (FDA-2016-P-1169/CP) dated September 20, 2018. You requested reconsideration for permission to submit an abbreviated new animal drug application (ANADA) for methimazole disintegrating tablets for use in cats, which differs in dosage form from the reference listed new animal drug (RLNAD). The RLNAD is FELIMAZOLE® (methimazole) Coated Tablets, sponsored by Dechra, Ltd, under NADA 141-292. FELIMAZOLE® is approved for the treatment of hyperthyroidism in cats. Orally disintegrating tablet (ODT) is a new dosage form that has not been previously approved by FDA for use in cats. You need to conduct studies to demonstrate the safety and effectiveness for the proposed methimazole disintegrating tablets for use in cats. We deny your suitability petition under section 512(n)(3)(C) of the Federal Food, Drug, and Cosmetic Act, because the proposed change would require safety or",https://www.regulations.gov/document/FDA-2016-P-1169-0015
FDA-2016-P-2029-0027,FDA-2016-P-2029,Petition Denial Letter,,,Denied,Procedural - Administrative Deficiency,high,"before, 21 cfr 10, cfr 10","nowledges the importance of the issues it raises. We are denying your Petition to the extent it requests that FDA address through the citizen petition process whether a user fee waiver was obtained inappropriately. In considering the Petition's allegations, and before taking any potential action, CDER staff would need to engage in a process of fact gathering and further inquiry. Such a process could potentially require analysis of financial or other information to which restrictions on disclosure may apply. For these reasons, the actions you request are not available at this time, and the Petition is therefore denied. We also note that, to the extent your Petition requests that the FDA refrain from taking enforcement action against potassium chloride oral solution products, such requests are not properly the subject of a citizen petition under 21 CFR 10.30. As stated in 21 CFR 10.30(k), § 10.30 does not apply to ""referral of a matter to a United States attorney for the initiation of court enforcement action and related corre",https://www.regulations.gov/document/FDA-2016-P-2029-0027
FDA-2016-P-3195-0004,FDA-2016-P-3195,Denial Letter from CDRH  to Wood  Herron   Evans  ,CDRH  to Wood  Herron   Evans,CDRH,Denied,Procedural - Administrative Deficiency,high,"administrative, regulation, format","within the discretion of the agency. Therefore, we are denying your request that FDA initiate enforcement action against these devices manufactured or sold by Magnacoustics, Inc., as you have alleged and requested. An agency denial of a request to take enforcement action does not constitute final administrative action. See 21 CFR 1 0.45. We appreciate the infonnation that you provided. Such information is often helpful for us to identify problems with marketed products and possible violations of the laws and regulations that we enforce. We take complaints seriously, and we will evaluate this matter to detennine what follow-up action is appropriate. Decisions with respect to initiating enforcement actions are generally made on a case-by-case basis. U.S. Food & Drug Administration 10903 New Hampshire Avenue Silver Spring, MD 20903 www.fda.gov ~~ Lauren R. Silvis, JD Deputy Center Director for Policy Center for Devices and Radiological Health",https://www.regulations.gov/document/FDA-2016-P-3195-0004
FDA-2016-P-0134-0007,FDA-2016-P-0134,Petition denial letter from FDA CVM to Internation,FDA CVM to Internation,CVM,Denied,Procedural - Administrative Deficiency,high,"21 cfr 10, cfr 10, regulation","512(n)(3)(C) of the Act. If you wish to seek a reconsideration of our decision, you must follow the procedures found in 21 CFR Part 10 and submit the request in the format outlined in section 10.33 no later than 30 days after the date of this letter to Division of Dockets Management, HFA-305, Food and Drug Administration, 5630 Fishers Lane, Room 1061, Rockville, MD 20852. You must base your request solely on the information contained in your original petition (see 21 CFR 10.33(e)). If there is additional information, not included as part of your original petition that you would like us to consider, you should submit a new petition, including all the necessary information, under section 10.25(a) to the Division of Dockets Management. FDA-2016-P-0134/CP Page 2 A copy of this letter denying your petition will be placed on public display at www.regulations.gov with the Division of Dockets Management (HFA-305), Food and Drug Administration, 5630 Fishers Lane, Room 1061, Rockville, MD 20852. If you have any questions, please",https://www.regulations.gov/document/FDA-2016-P-0134-0007
FDA-2016-P-1246-0007,FDA-2016-P-1246,Response Letter from FDA DDM to the Working Group ,FDA DDM to the Working Group,,Denied,Procedural - Premature/Pending,medium,"before, format","f VVA symptoms: a. Genital bleeding is a concern because bleeding may be a sign of endornetrial cancer. b. Women with estrogen-sensitive breast cancer should consult with their oncologists before use of the product. 2. The warnings identified in the Women's Health Initiative (WHO trials of oral systemic (higher dose) hormone therapy should remain in the Warnings and Precautions section of the labeling in regular text and font, and the boxed warning should be removed.4 Petitioners further request that the patient package insert for low-dose vaginal estrogen products reflect the changes recommended for the prescribing information, using the wording provided in an editorial published in the journal Menopause.5 We have carefully considered the issues raised in the Petition. For the reasons stated below, the Petition is denied. I. BACKGROUND A. Vulyoyaginal Atrophy and Estrogen Therapy Menopause is a natural biological process in a woman's life when menses stop and the body produces less of the hormones estrogen and pro",https://www.regulations.gov/document/FDA-2016-P-1246-0007
FDA-2016-P-1169-0005,FDA-2016-P-1169,Petition Denial FDA 2016 P 1169,,,Denied,Procedural - Administrative Deficiency,high,"21 cfr 10, cfr 10, format","ange you propose_d for your generic drug product because the safety and effectiveness of a disintegrated dosage form has not been established in cats. As a result, the proposed change does require you to conduct investigations to demonstrate safety and/or effectiveness of the drug for its proposed intended uses. Therefore, the proposed change from the RLNAD is a change that cannot be granted through a suitability petition. We deny the petition. If you wish to seek a reconsideration of our decision, you must follow the procedures found in 21 CFR Part 10 and submit the request in the format outlined in section 10.33 no later than 30 days after the date of this letter to the Division of Dockets Management, HFA-305, Food and Drug Administration, 5630 Fishers Lane, Room 1061, Rockville, MD 20852. You must base your request solely on the information contained in your original petition (see 21 CFR 10.33(e)). If there is additional information, not included as part of your original petition that you would like us to consider, you",https://www.regulations.gov/document/FDA-2016-P-1169-0005
FDA-2016-P-1133-0003,FDA-2016-P-1133,Denial Response to Fox Rothschild LLP,Fox Rothschild LLP,,Denied,Procedural - Administrative Deficiency,high,"21 cfr 10, cfr 10","t page 2. In accordance with 21 CFR 10.30(e)(3), we are denying your petition in both respects. The Federal Food, Drug, and Cosmetic Act (""FD&C Act"") defines ""dietary supplement,"" in relevant part, as follows: (ff) The term ""dietary supplement"" ... (2) means a product that-- (A)(i) is intended for ingestion in a form described in section 350(c)(1)(B)(i) ofthis title; or (ii) complies with section 3 50( c )(1 )(B)(ii) of this title; (B) is not represented for use as a conventional food or as a sole item of a meal or the diet; and (C) is labeled as a dietary supplement ... 21 U.S.C. 321(ff). 1 The petition misquotes the statutory definition of ·'dietary supplement'"" in 21 U.S.C. 321(ff). The definition is quoted correctly in the following paragraph. Page 2 - Mrs. Jean W. Fryman Section 321 (ff)(2)(A) defines the route of administration and permissible forms for a dietary supplement. To be a dietary supplement, a product may either be ""intended for ingestion in a form described in"" 21 U.S.C. 350(c)(l)(B)(i), or may comply",https://www.regulations.gov/document/FDA-2016-P-1133-0003
FDA-2017-P-3330-0006,FDA-2017-P-3330,Dental Laser CP Final Response,,,Denied,Substantive - Outside FDA Authority,medium,scope,"ocket Number FDA-2017-P-3330 Citizen Petition to Review FDA's Decision, 510k Pre-Market Notification K151763 Dear : This letter responds to your request received on May 23, 2017 (Petition•), that the Food and Drug Administration (FDA) ""reconsider or suspend/revoke, if appropriate,"" Millennium Dental Technologies' (""Millennium"") 51o(k) clearance for the PerioLase d:YAG Pulsed Dental Laser System device (Dental Laser System) (K151763), on the alleged grounds that Millennium provided histologic data in its 51o(k) premarket notification that is ""heavily biased""2 and that ""none of the studies actually show [sic] bone regeneration""3. You also allege that Millennium is making misleading claims that FD A's 51o(k) clearance of the Dental Laser System implies superiority to conventional therapy ""in terms of [bone] regeneration""4• FDA interprets your request as asking FDA to initiate enforcement action against Millennium's Dental Laser System. Requests for the agency to initiate enforcement actions are not v.rithin the scope of FDA",https://www.regulations.gov/document/FDA-2017-P-3330-0006
FDA-2017-P-3468-0005,FDA-2017-P-3468,Petition Denial Letter from FDA CDER to Teligent P,FDA CDER to Teligent P,CDER,Denied,Other Denial Reason,low,,"of an ANDA for Nizoral (ketoconazole) cream 2%.9 Because the RLD has been moved to the Discontinued Drug Product List section of the Orange Book, and you are requesting, in part, that FDA designate a generic drug product as an RLD, we interpret your request as a request for FDA to select a therapeutically equivalent product as a reference standard for a proposed 4 Id. 5 See id. 6 § 314.94(a)(3) (2 1 CFR 314.94(a)(3)). 7 ""Therapeutic equivalents are approved drug products that are pharmaceutical equivalents for which bioequivalence has been demonstrated, and that can be expected to have the same clinical effect and safety profile when administered to patients under the conditions specified in the labeling""(§ 314.3(b)). 8 Abbreviated New Drug Applications and 505(b)(2) Applications, 81 FR 69580 at 69619 (Oct. 6, 2016). 9 In the Orange Book's monthly publication in May 2017, the listing for NDA 019084 was updated to reflect its RLD designation. 2 Docket No. FDA-2017-P-3468 generic drug product to use in conducting an in v",https://www.regulations.gov/document/FDA-2017-P-3468-0005
FDA-2017-P-3196-0074,FDA-2017-P-3196,Reconsideration Denial CP Response to Philip Spill,Philip Spill,,Denied,Procedural - Administrative Deficiency,high,"administrative, 21 cfr 10, cfr 10","r. Spiller: This responds to your petition for reconsideration dated November 13, 2017 (Petition for Reconsideration submitted by Philip Spiller, et al., to the Division of Dockets Management, Food and Drug Administration ('Reconsideration Petition"")). The Reconsideration Petition requests that the Food and Drug Administration (FDA or we) reconsider your October 13, 2017 response denying a citizen petition submitted by you and others to FDA on May 18, 2017 (Original Petition""). The Original Petition requested that FDA withdraw the fish consumption advice we issued jointly with the Environmental Protection Agency (EPA) on January 18, 2017, and issue new advice that has first been ""tested through randomized, controlled, experimental studies"" (Reconsideration Petition at page 1).1 The Reconsideration Petition states the request ""is made in accordance with the standards for reconsideration in 21 CFR 10.33, including that 'relevant inforrnation and views contained in the administrative record were not previously or adequately",https://www.regulations.gov/document/FDA-2017-P-3196-0074
FDA-2017-P-2733-0006,FDA-2017-P-2733,Response Letter from FDA CDER to Esophageal Cancer,FDA CDER to Esophageal Cancer,CDER,Denied,Procedural - Administrative Deficiency,medium,format,"hageal cancer (Petition at 1). We have carefully reviewed your Petition, comments submitted to the public docket (including the public comment submitted by Dr. Lipham dated October 3 1, 2017), and other information available to the Agency. For the reasons set forth below, your Petition is denied. 1. BACKGROUND a. OTC Drugs Labeled to Relieve or Prevent Heartburn Available OTC drug products labeled to relieve the symptoms of heartburn include antacids, histamine2 receptor antagonists (H2RAs), and proton pmnp inhibitors (PPIs). Antacids help to treat mild heartburn by reducing the stomach acid that causes heartburn. The Agency has issued a final monograph for OTC antacid products, and an OTC antacid product in a form suitable for oral administration is generally recognized as safe and effective and is not misbranded if it meets each of the conditions set forth in 21 CFR part 331 and each of the U.S. Food & Drug Administration 10903 New Harrpshire Avenue Silver Spring, MD 20993 w ww.fdagov Docket No. FDA-20 I 7-P-2733",https://www.regulations.gov/document/FDA-2017-P-2733-0006
